id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bed_bath_ratio,sqft_per_bed,lat_long_interaction,price_log
9117000170,20150505T000000,268643,0.6774021493321546,0.17896267804791682,-0.29027559767852407,9240,2.0,0,0,3,7,1810,0,1961,0,98055,-0.9000339785025712,0.19275875722397606,1660,9240,0.395108629553864,-0.6390556907915617,0.8673292958480122,12.501142362015882
6700390210,20140708T000000,245000,-0.3941320985964968,0.5056668168561931,-0.5218128420220478,2788,2.0,0,0,4,7,1600,0,1992,0,98031,-1.1371389566541346,0.19275875722397606,1720,3605,-0.8305879573319105,-0.4131477935412768,1.0779960927405559,12.409017571151187
7212660540,20150115T000000,200000,0.6774021493321546,0.5056668168561931,-0.3895058452543199,8638,2.0,0,0,3,8,1720,0,1994,0,98003,-2.0985707278174033,-0.7066690758397407,1870,7455,0.10670943263956376,-0.746064694752223,1.6191430060606322,12.206077645517674
8562780200,20150427T000000,352499,-1.465666346525148,0.17896267804791682,-0.9187338323252313,705,2.0,0,0,3,7,1150,90,2009,0,98027,-0.20679106982166245,1.0065267966625768,1240,750,-1.6236857488462346,-0.3338818646815278,0.5362180358824717,12.772805901234461
7760400350,20141205T000000,232000,-0.3941320985964968,-0.1477414607603594,-0.8746315000693221,13356,1.0,0,0,3,7,1280,0,1994,0,98042,-1.3677380055271386,0.9993884805271168,1590,8071,-0.3619392623461732,-0.8887433666997714,1.5642621399364782,12.354496960983985
464001025,20140918T000000,722500,0.6774021493321546,1.8124833720892979,0.5807454643756843,5100,2.0,0,0,3,8,1820,780,2003,0,98117,0.9693363675337509,-1.2920109989446316,2000,6720,-0.7264438028906356,0.30024556619646503,-1.315071303448379,13.490474083050811
3432500486,20140623T000000,299995,-1.465666346525148,-1.4545580159934643,-1.1171943274768232,7200,1.0,0,0,4,6,1060,0,1951,0,98155,1.3416200984729036,-0.7209457081105595,1850,8291,-0.3619392623461732,-0.6905785445503987,-1.4456239348493092,12.611524420216115
1126059095,20140526T000000,880000,-0.3941320985964968,-0.1477414607603594,0.06254306036875022,35169,1.0,0,0,4,8,2130,0,1989,0,98072,1.3604150052776074,0.6496109898911931,2860,43560,-0.3619392623461732,0.3745573745024798,-0.9804351665634097,13.68767832281738
3876500290,20150305T000000,175000,-0.3941320985964968,-1.4545580159934643,-1.1061687444128459,6164,1.0,0,0,3,7,1070,0,1967,0,98001,-1.6120717939881837,-0.5496261208603277,1320,7920,1.2783311701039068,-1.2008529615850334,1.24118777428381,12.07254696717504
1865400075,20140522T000000,320000,-0.3941320985964968,0.17896267804791682,-1.1855529424734825,844,2.0,0,0,3,7,798,200,2007,0,98117,0.9946372036170137,-1.092138147152762,998,1110,-0.6142885596461853,-1.3078619655456947,-1.26738585422839,12.676079399771027
